"bin_id","timestamp","fill_level","gas_ppm","health_risk","humidity","priority","priority_label","temperature"
"BIN_002","1768097850","70.4","109","","75","2","HIGH","30"
"BIN_002","1768097910","71.78","110","","75","2","HIGH","30"
"BIN_002","1768097970","70.4","115","","75","2","HIGH","30"
"BIN_002","1768098030","71.74","116","","75","2","HIGH","30"
"BIN_002","1768098090","71.74","115","","75","2","HIGH","30"
"BIN_002","1768098150","71.74","117","","75","2","HIGH","30"
"BIN_002","1768098210","71.7","116","","75","2","HIGH","30"
"BIN_002","1768098270","71.74","117","","75","2","HIGH","30"
"BIN_002","1768098330","71.74","116","","75","2","HIGH","30"
"BIN_002","1768098390","71.7","116","","75","2","HIGH","30"
"BIN_002","1768098450","71.7","117","","75","2","HIGH","30"
"BIN_002","1768098510","67.51","121","","75","1","MEDIUM","30"
"BIN_002","1768098570","71.7","117","","75","2","HIGH","30"
"BIN_002","1768098630","71.7","117","","75","2","HIGH","30"
"BIN_002","1768098690","71.74","117","","75","2","HIGH","30"
"BIN_002","1768098750","71.74","118","","75","2","HIGH","30"
"BIN_002","1768098810","71.74","109","","75","2","HIGH","30"
"BIN_002","1768098870","71.7","112","","75","2","HIGH","30"
"BIN_002","1768098930","71.74","118","","75","2","HIGH","30"
"BIN_002","1768098990","65.34","121","","75","1","MEDIUM","30"
"BIN_002","1768099050","65.38","121","","75","1","MEDIUM","30"
"BIN_002","1768099110","67.47","121","","75","1","MEDIUM","30"
"BIN_002","1768099170","67.51","120","","75","1","MEDIUM","30"
"BIN_002","1768099230","65.38","121","","75","1","MEDIUM","30"
"BIN_002","1768099290","65.38","122","","75","1","MEDIUM","30"
"BIN_002","1768099350","65.38","121","","75","1","MEDIUM","30"
"BIN_002","1768099410","65.38","122","","75","1","MEDIUM","30"
"BIN_002","1768099470","65.34","118","","75","1","MEDIUM","30"
"BIN_002","1768099530","67.47","121","","75","1","MEDIUM","30"
"BIN_002","1768099590","67.47","121","","75","1","MEDIUM","30"
"BIN_002","1768099650","67.47","123","","75","1","MEDIUM","30"
"BIN_002","1768099710","65.38","125","","75","1","MEDIUM","30"
"BIN_002","1768099770","67.51","123","","75","1","MEDIUM","30"
"BIN_002","1768099830","65.46","123","","75","1","MEDIUM","30"
"BIN_002","1768099890","67.47","122","","75","1","MEDIUM","30"
"BIN_002","1768099950","65.38","120","","75","1","MEDIUM","30"
"BIN_002","1768100010","67.51","109","","75","1","MEDIUM","30"
"BIN_002","1768100071","67.47","110","","75","1","MEDIUM","30"
"BIN_002","1768100131","67.51","110","","75","1","MEDIUM","30"
"BIN_002","1768100191","71.74","110","","75","2","HIGH","30"
"BIN_002","1768100251","67.51","109","","75","1","MEDIUM","30"
"BIN_002","1768100311","71.7","109","","75","2","HIGH","30"
"BIN_002","1768100371","67.51","110","","75","1","MEDIUM","30"
"BIN_002","1768100431","71.7","109","","75","2","HIGH","30"
"BIN_002","1768100491","67.51","109","","75","1","MEDIUM","30"
"BIN_002","1768100551","71.7","109","","75","2","HIGH","30"
"BIN_002","1768100611","71.7","109","","75","2","HIGH","30"
"BIN_002","1768100671","71.7","109","","75","2","HIGH","30"
"BIN_002","1768100731","71.7","109","","75","2","HIGH","30"
"BIN_002","1768100791","67.51","109","","75","1","MEDIUM","30"
"BIN_002","1768100851","67.51","108","","75","1","MEDIUM","30"
"BIN_002","1768100911","67.51","108","","75","1","MEDIUM","30"
"BIN_002","1768100971","67.51","108","","75","1","MEDIUM","30"
"BIN_002","1768101031","71.74","108","","75","2","HIGH","30"
"BIN_002","1768101091","67.51","109","","75","1","MEDIUM","30"
"BIN_002","1768101151","71.74","108","","75","2","HIGH","30"
"BIN_002","1768101211","71.7","108","","75","2","HIGH","30"
"BIN_002","1768101271","71.7","108","","75","2","HIGH","30"
"BIN_002","1768101331","67.51","108","","75","1","MEDIUM","30"
"BIN_002","1768101391","71.74","108","","75","2","HIGH","30"
"BIN_002","1768101451","71.7","108","","75","2","HIGH","30"
"BIN_002","1768101511","71.7","108","","75","2","HIGH","30"
"BIN_002","1768101571","67.51","108","","75","1","MEDIUM","30"
"BIN_002","1768101631","71.74","106","","75","2","HIGH","30"
"BIN_002","1768101691","71.74","106","","75","2","HIGH","30"
"BIN_002","1768101751","71.74","106","","75","2","HIGH","30"
"BIN_002","1768101811","67.55","108","","75","1","MEDIUM","30"
"BIN_002","1768101871","71.74","108","","75","2","HIGH","30"
"BIN_002","1768101931","71.74","106","","75","2","HIGH","30"
"BIN_002","1768101991","71.74","106","","75","2","HIGH","30"
"BIN_002","1768102051","71.7","106","","75","2","HIGH","30"
"BIN_002","1768102111","67.51","106","","75","1","MEDIUM","30"
"BIN_002","1768102171","71.74","108","","75","2","HIGH","30"
"BIN_002","1768102231","71.7","108","","75","2","HIGH","30"
"BIN_002","1768102291","71.7","108","","75","2","HIGH","30"
"BIN_002","1768102351","71.7","106","","75","2","HIGH","30"
"BIN_002","1768102411","67.51","106","","75","1","MEDIUM","30"
"BIN_002","1768102471","71.7","106","","75","2","HIGH","30"
"BIN_002","1768102531","71.7","106","","75","2","HIGH","30"
"BIN_002","1768102591","71.7","106","","75","2","HIGH","30"
"BIN_002","1768102651","71.7","106","","75","2","HIGH","30"
"BIN_002","1768102711","71.7","106","","75","2","HIGH","30"
"BIN_002","1768102771","71.74","106","","75","2","HIGH","30"
"BIN_002","1768102831","71.7","106","","75","2","HIGH","30"
"BIN_002","1768102891","71.74","106","","75","2","HIGH","30"
"BIN_002","1768102951","71.7","106","","75","2","HIGH","30"
"BIN_002","1768103011","71.74","106","","75","2","HIGH","30"
"BIN_002","1768103071","71.7","106","","75","2","HIGH","30"
"BIN_002","1768103131","71.74","106","","75","2","HIGH","30"
"BIN_002","1768103191","71.7","105","","75","2","HIGH","30"
"BIN_002","1768103251","71.74","106","","75","2","HIGH","30"
"BIN_002","1768103311","67.55","106","","75","1","MEDIUM","30"
"BIN_002","1768103371","71.7","105","","75","2","HIGH","30"
"BIN_002","1768103431","71.7","105","","75","2","HIGH","30"
"BIN_002","1768103491","71.7","106","","75","2","HIGH","30"
"BIN_002","1768103551","71.7","106","","75","2","HIGH","30"
"BIN_002","1768103611","67.51","106","","75","1","MEDIUM","30"
"BIN_002","1768103671","71.7","105","","75","2","HIGH","30"
"BIN_002","1768103731","71.7","105","","75","2","HIGH","30"
"BIN_002","1768103791","71.74","105","","75","2","HIGH","30"
"BIN_002","1768103851","71.7","105","","75","2","HIGH","30"
"BIN_002","1768103911","71.74","105","","75","2","HIGH","30"
"BIN_002","1768103971","71.7","105","","75","2","HIGH","30"
"BIN_002","1768104031","71.7","105","","75","2","HIGH","30"
"BIN_002","1768104091","71.74","104","","75","2","HIGH","30"
"BIN_002","1768104151","67.51","105","","75","1","MEDIUM","30"
"BIN_002","1768104211","71.74","105","","75","2","HIGH","30"
"BIN_002","1768104271","71.7","105","","75","2","HIGH","30"
"BIN_002","1768104331","71.7","105","","75","2","HIGH","30"
"BIN_002","1768104391","71.7","105","","75","2","HIGH","30"
"BIN_002","1768104451","71.74","104","","75","2","HIGH","30"
"BIN_002","1768104511","71.7","104","","75","2","HIGH","30"
"BIN_002","1768104571","71.7","105","","75","2","HIGH","30"
"BIN_002","1768104631","71.7","105","","75","2","HIGH","30"
"BIN_002","1768104691","71.74","105","","75","2","HIGH","30"
"BIN_002","1768104751","71.74","105","","75","2","HIGH","30"
"BIN_002","1768104811","71.74","105","","75","2","HIGH","30"
"BIN_002","1768104871","71.7","105","","75","2","HIGH","30"
"BIN_002","1768104931","67.51","105","","75","1","MEDIUM","30"
"BIN_002","1768104991","71.7","104","","75","2","HIGH","30"
"BIN_002","1768105051","71.7","104","","75","2","HIGH","30"
"BIN_002","1768105111","71.7","104","","75","2","HIGH","30"
"BIN_002","1768105171","71.7","105","","75","2","HIGH","30"
"BIN_002","1768105231","71.7","105","","75","2","HIGH","30"
"BIN_002","1768105291","71.7","105","","75","2","HIGH","30"
"BIN_002","1768105351","71.7","105","","75","2","HIGH","30"
"BIN_002","1768105412","71.7","105","","75","2","HIGH","30"
"BIN_002","1768105472","71.74","105","","75","2","HIGH","30"
"BIN_002","1768105532","67.51","105","","75","1","MEDIUM","30"
"BIN_002","1768105592","71.7","105","","75","2","HIGH","30"
"BIN_002","1768105652","67.51","105","","75","1","MEDIUM","30"
"BIN_002","1768105712","71.7","105","","75","2","HIGH","30"
"BIN_002","1768105772","71.7","104","","75","2","HIGH","30"
"BIN_002","1768105832","67.51","105","","75","1","MEDIUM","30"
"BIN_002","1768105892","67.51","104","","75","1","MEDIUM","30"
"BIN_002","1768105952","71.7","104","","75","2","HIGH","30"
"BIN_002","1768106012","67.51","104","","75","1","MEDIUM","30"
"BIN_002","1768106072","71.7","104","","75","2","HIGH","30"
"BIN_002","1768106132","71.7","104","","75","2","HIGH","30"
"BIN_002","1768106192","71.7","104","","75","2","HIGH","30"
"BIN_002","1768106252","67.51","104","","75","1","MEDIUM","30"
"BIN_002","1768106312","71.7","104","","75","2","HIGH","30"
"BIN_002","1768106372","71.7","104","","75","2","HIGH","30"
"BIN_002","1768106432","71.74","104","","75","2","HIGH","30"
"BIN_002","1768106492","71.7","104","","75","2","HIGH","30"
"BIN_002","1768106552","71.74","104","","75","2","HIGH","30"
"BIN_002","1768106612","67.51","113","","75","1","MEDIUM","30"
"BIN_002","1768106672","67.51","108","","75","1","MEDIUM","30"
"BIN_002","1768106732","67.51","106","","75","1","MEDIUM","30"
"BIN_002","1768106792","67.51","106","","75","1","MEDIUM","30"
"BIN_002","1768106852","71.7","106","","75","2","HIGH","30"
"BIN_002","1768106912","65.38","106","","75","1","MEDIUM","30"
"BIN_002","1768106972","71.7","106","","75","2","HIGH","30"
"BIN_002","1768107032","67.51","108","","75","1","MEDIUM","30"
"BIN_002","1768107092","65.38","108","","75","1","MEDIUM","30"
"BIN_002","1768107152","67.51","106","","75","1","MEDIUM","30"
"BIN_002","1768107212","65.38","102","","75","1","MEDIUM","30"
"BIN_002","1768107272","67.51","104","","75","1","MEDIUM","30"
"BIN_002","1768107332","71.7","106","","75","2","HIGH","30"
"BIN_002","1768107392","71.7","103","","75","2","HIGH","30"
"BIN_002","1768107452","67.51","108","","75","1","MEDIUM","30"
"BIN_002","1768107512","67.51","103","","75","1","MEDIUM","30"
"BIN_002","1768107572","65.38","104","","75","1","MEDIUM","30"
"BIN_002","1768107632","67.47","105","","75","1","MEDIUM","30"
"BIN_002","1768107692","67.51","111","","75","1","MEDIUM","30"
"BIN_002","1768107752","65.38","110","","75","1","MEDIUM","30"
"BIN_002","1768107812","67.51","108","","75","1","MEDIUM","30"
"BIN_002","1768107872","65.38","111","","75","1","MEDIUM","30"
"BIN_002","1768107932","67.47","111","","75","1","MEDIUM","30"
"BIN_002","1768107992","65.34","109","","75","1","MEDIUM","30"
"BIN_002","1768108052","67.51","109","","75","1","MEDIUM","30"
"BIN_002","1768108112","67.51","108","","75","1","MEDIUM","30"
"BIN_002","1768108172","65.34","109","","75","1","MEDIUM","30"
"BIN_002","1768108232","65.38","110","","75","1","MEDIUM","30"
"BIN_002","1768108292","67.51","108","","75","1","MEDIUM","30"
"BIN_002","1768108352","65.38","106","","75","1","MEDIUM","30"
"BIN_002","1768108412","71.7","108","","75","2","HIGH","30"
"BIN_002","1768108472","67.51","109","","75","1","MEDIUM","30"
"BIN_002","1768108532","65.38","110","","75","1","MEDIUM","30"
